# Simulation 5 (Up to date)
# 355 data points written for 49 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
1.4199,24.831,37.048,24.986,37.12,25.427,0.24491,-4.1569e-5,0.24491,-0.009725,2.3092,4.7133,0.29115,-6.5125e-7,7.6214,0.0032677,408.69,34.003,0.070153,0.0014776,89.439,78.327,2.1874,0.10962,2681228,15.288,0.94564,0.54854,0.54868,0.36689,0.060089,0.12156,0.10543,0.21998,-2.7586e-4,0,0,0,0,0.010703,0.0047553,83,-6.2438e-4,NaN,14.839,1010.3,340.29,0.05,0.028205
1.4699,26.715,38.299,24.298,38.382,24.574,0.36584,-4.6322e-5,0.36584,-0.0072547,2.5202,3.6721,0.16685,-5.9741e-7,-7.7074,0.0040345,407.79,33.097,0.070103,0.0014775,89.532,78.276,2.2159,0.11334,2771827,14.989,1.0071,0.54666,0.54671,0.36467,0.060328,0.12167,0.060258,0.14354,-8.6577e-5,0,0,0,0,-0.010239,0.0049174,83.389,-2.0061e-4,NaN,14.826,1010.1,340.28,0.05,0.028491
1.5199,28.66,39.516,23.755,39.607,23.903,0.4961,-5.0231e-5,0.4961,-0.0058013,2.682,2.6505,0.57577,-8.0349e-7,-6.5638,4.2734e-4,406.87,32.182,0.070053,0.0014774,89.233,78.223,2.1672,0.11696,2859739,14.756,1.0697,0.54494,0.54549,0.36259,0.060568,0.12178,0.2099,0.46173,3.0159e-4,0,0,0,0,-0.0069744,0.0050746,83.751,9.7107e-5,NaN,14.814,1009.9,340.28,0.05,0.028786
1.5699,30.666,40.705,23.659,40.801,23.738,0.63308,-5.3124e-5,0.63308,-0.0048079,2.7916,1.9322,0.82924,-7.9524e-7,-4.0295,9.1641e-4,405.97,31.281,0.070003,0.0014773,89.05,78.172,2.1414,0.12048,2945266,14.721,1.1327,0.54335,0.54447,0.36065,0.060808,0.12189,0.30407,0.65325,9.9286e-5,0,0,0,0,-0.0024773,0.0052276,84.02,2.6213e-4,NaN,14.801,1009.7,340.27,0.05,0.029072
1.6199,32.731,41.888,23.497,41.987,23.57,0.77504,-5.5073e-5,0.77504,-0.0040713,2.8863,1.8607,0.77197,-1.3547e-6,-1.2107,8.896e-4,405.08,30.392,0.069954,0.0014772,89.093,78.121,2.1599,0.12393,3029167,14.686,1.1947,0.54186,0.54284,0.35881,0.061052,0.122,0.28274,0.61105,2.6883e-4,0,0,0,0,-2.1136e-4,0.0053796,84.151,-9.0493e-5,NaN,14.787,1009.4,340.26,0.05,0.029342
1.6699,34.854,43.061,23.316,43.165,23.399,0.92173,-5.6313e-5,0.92173,-0.0035005,2.9822,1.9669,0.67378,-1.2404e-6,1.4861,-3.1787e-4,404.19,29.503,0.069904,0.0014771,89.165,78.069,2.1842,0.12738,3112976,14.652,1.258,0.54045,0.54119,0.35704,0.061302,0.12211,0.24627,0.53737,-1.8867e-4,0,0,0,0,3.0144e-4,0.0055305,84.143,-2.1248e-4,NaN,14.773,1009.2,340.25,0.05,0.029547
1.7199,37.037,44.226,23.102,44.333,23.202,1.0734,-5.7049e-5,1.0734,-0.0030451,3.0864,2.1499,0.58204,-1.3057e-6,3.9415,0.0010847,403.3,28.614,0.069855,0.0014771,89.233,78.018,2.2077,0.13084,3196903,14.608,1.3232,0.5391,0.53966,0.35532,0.06156,0.12223,0.21234,0.46683,-3.3168e-4,0,0,0,0,0.0020099,0.0056803,84.007,-3.5856e-4,NaN,14.759,1008.9,340.24,0.05,0.029749
1.7699,39.277,45.379,22.775,45.492,22.939,1.2305,-5.7468e-5,1.2305,-0.0026758,3.2031,2.7386,0.35072,-1.2005e-6,6.1115,0.0028552,402.42,27.73,0.069805,0.001477,89.404,77.966,2.2514,0.13427,3279860,14.537,1.3888,0.53784,0.53804,0.35367,0.061823,0.12234,0.1273,0.28192,2.2626e-4,0,0,0,0,0.0045892,0.0058288,83.752,-9.8054e-4,NaN,14.745,1008.6,340.23,0.05,0.029961
1.8199,41.574,46.513,22.385,46.635,22.7,1.3946,-5.7995e-5,1.3946,-0.0023827,3.3686,3.7728,0.028423,-1.4105e-6,-6.7129,0.033373,401.54,26.853,0.069756,0.0014769,89.644,77.915,2.3088,0.13761,3360927,14.464,1.4547,0.53666,0.53666,0.35211,0.062087,0.12246,0.010243,0.028882,-3.3797e-4,0,0,0,0,-0.0052711,0.0059756,83.424,-0.0014183,NaN,14.73,1008.4,340.23,0.05,0.03395
1.8699,43.928,47.629,22.012,47.763,22.47,1.5681,-5.8963e-5,1.5681,-0.0021544,3.5774,4.5123,0.25932,-1.5054e-6,-5.9436,0.0041502,400.67,25.978,0.069706,0.0014768,89.474,77.864,2.2854,0.14094,3441544,14.391,1.5227,0.53555,0.53566,0.35061,0.062356,0.12258,0.093959,0.21872,-3.8137e-4,0,0,0,0,-0.0039395,0.0061205,83.103,-0.0012765,NaN,14.714,1008.1,340.22,0.05,0.034162
1.9199,46.337,48.726,21.669,48.876,22.232,1.7528,-6.0255e-5,1.7528,-0.0019696,3.8167,4.9711,0.37711,-1.653e-6,-4.2685,0.0023651,399.79,25.103,0.069656,0.0014767,89.388,77.812,2.2788,0.14423,3521214,14.32,1.5915,0.53449,0.53473,0.34916,0.062629,0.1227,0.13702,0.3143,-5.3424e-5,0,0,0,0,-0.0019402,0.0062635,82.845,-3.7383e-4,NaN,14.699,1007.8,340.21,0.05,0.034464
1.9699,48.8,49.808,21.441,49.974,22.037,1.95,-6.1116e-5,1.95,-0.0017958,4.0701,5.0923,0.38075,-1.8892e-6,-2.2144,0.0024524,398.92,24.231,0.069606,0.0014766,89.387,77.76,2.2887,0.14749,3599884,14.278,1.6605,0.5335,0.53374,0.34777,0.062905,0.12283,0.13838,0.31691,-4.9612e-4,0,0,0,0,-4.994e-4,0.0064047,82.683,6.128e-4,NaN,14.683,1007.5,340.2,0.05,0.034672
2.0199,51.317,50.879,21.282,51.062,21.83,2.1598,-6.0517e-5,2.1598,-0.0016054,4.3211,4.8627,0.28321,-2.0964e-6,-0.31975,0.0034156,398.06,23.366,0.069557,0.0014765,89.46,77.709,2.3132,0.15072,3677841,14.246,1.7301,0.53257,0.5327,0.34643,0.063185,0.12295,0.10272,0.23783,2.4836e-4,0,0,0,0,-9.972e-6,0.0065447,82.621,0.0019377,NaN,14.666,1007.2,340.19,0.05,0.034877
2.0699,53.888,51.942,21.128,52.142,21.62,2.3818,-5.7356e-5,2.3818,-0.0013798,4.5547,4.5824,0.19106,-2.1446e-6,0.94483,0.0017282,397.2,22.506,0.069507,0.0014764,89.53,77.657,2.337,0.1539,3754615,14.214,1.8001,0.53169,0.53175,0.34514,0.063468,0.12308,0.069163,0.1618,1.1326e-4,0,0,0,0,8.3515e-5,0.0066835,82.639,0.0026008,NaN,14.65,1006.9,340.18,0.05,0.035084
2.1199,56.511,52.998,20.981,53.213,21.405,2.6152,-5.1234e-5,2.6152,-0.0011225,4.7797,4.2385,0.095952,-2.3615e-6,1.9771,0.003344,396.34,21.646,0.069457,0.0014763,89.602,77.606,2.3614,0.15703,3830303,14.182,1.8707,0.53086,0.53088,0.3439,0.063753,0.12321,0.034665,0.081605,4.0345e-4,0,0,0,0,3.5126e-4,0.0068213,82.714,0.0026271,NaN,14.633,1006.6,340.17,0.05,0.035294
2.1699,59.187,54.047,20.855,54.276,21.178,2.8592,-4.2572e-5,2.8592,-8.531e-4,4.9756,3.6858,0.050269,-2.3975e-6,-2.0081,0.004789,395.47,20.786,0.069407,0.0014762,89.637,77.554,2.3786,0.16016,3905720,14.15,1.9424,0.53008,0.53008,0.3427,0.064043,0.12333,0.018145,0.043294,-2.9908e-4,0,0,0,0,-3.4833e-4,0.0069579,82.817,0.0020838,NaN,14.615,1006.3,340.16,0.05,0.035502
2.2199,61.916,55.089,20.662,55.33,20.923,3.1125,-3.2288e-5,3.1125,-5.9437e-4,5.1525,3.2945,0.13892,-2.4019e-6,-1.4373,3.8605e-4,394.62,19.927,0.069357,0.0014761,89.572,77.502,2.3761,0.16326,3980185,14.101,2.0148,0.52934,0.52937,0.34154,0.064336,0.12346,0.050254,0.12005,-4.8257e-4,0,0,0,0,-1.7178e-4,0.0070932,82.906,0.0011143,NaN,14.598,1006,340.15,0.05,0.035708
2.2699,64.696,56.122,20.443,56.372,20.648,3.374,-2.161e-5,3.374,-3.6697e-4,5.307,2.9059,0.22582,-2.6404e-6,-0.11793,0.0010336,393.77,19.076,0.069307,0.0014761,89.51,77.45,2.3739,0.16634,4054328,14.045,2.0884,0.52864,0.52872,0.3404,0.064634,0.1236,0.081867,0.19446,1.8299e-4,0,0,0,0,-1.114e-6,0.0072271,82.948,5.3266e-4,NaN,14.579,1005.7,340.13,0.05,0.035911
2.3199,67.528,57.142,20.193,57.401,20.38,3.643,-1.1135e-5,3.643,-1.7513e-4,5.4491,2.7527,0.25432,-3.22e-6,1.6276,9.7758e-4,392.92,18.23,0.069257,0.001476,89.49,77.398,2.3802,0.16939,4127768,13.988,2.1624,0.52797,0.52808,0.33931,0.064936,0.12373,0.092273,0.21911,-2.9185e-4,0,0,0,0,2.0462e-4,0.0073592,82.911,4.5458e-4,NaN,14.561,1005.3,340.12,0.05,0.036336
2.3699,70.41,58.15,19.911,58.417,20.113,3.9189,-1.0034e-6,3.9189,-1.4671e-5,5.5883,2.8454,0.22986,-2.5894e-6,3.5064,0.0021994,392.07,17.385,0.069207,0.0014759,89.51,77.347,2.3943,0.17243,4200613,13.931,2.2371,0.52735,0.52743,0.33824,0.065241,0.12387,0.083367,0.19889,-3.9137e-4,0,0,0,0,9.1664e-4,0.0074896,82.782,4.6518e-4,NaN,14.542,1005,340.11,0.05,0.037304
2.4199,73.342,59.142,19.573,59.42,19.861,4.202,8.6619e-6,4.202,1.1811e-4,5.7414,3.3723,0.11023,-2.5411e-6,4.9416,0.0013469,391.23,16.539,0.069157,0.0014758,89.6,77.295,2.4223,0.17541,4272263,13.875,2.3116,0.52676,0.52678,0.33722,0.065547,0.124,0.039878,0.094362,-6.9671e-5,0,0,0,0,0.0017592,0.0076183,82.567,8.4252e-4,NaN,14.523,1004.6,340.1,0.05,0.03797
2.4699,76.324,60.115,19.171,60.407,19.637,4.4936,1.8754e-5,4.4936,2.3912e-4,5.9313,4.2493,0.081712,-2.4849e-6,-5.077,7.3185e-4,390.38,15.694,0.069107,0.0014757,89.622,77.242,2.437,0.17833,4342271,13.814,2.3859,0.52622,0.52623,0.33623,0.065851,0.12413,0.029547,0.073505,-3.6792e-5,0,0,0,0,-0.0017968,0.0077453,82.31,0.0019986,NaN,14.504,1004.3,340.09,0.05,0.038352
2.5199,79.353,61.069,18.715,61.379,19.371,4.7959,3.1006e-5,4.7959,3.7043e-4,6.165,4.9981,0.23713,-2.3462e-6,-3.6326,-3.9093e-4,389.54,14.855,0.069057,0.0014756,89.509,77.19,2.4249,0.1812,4410822,13.728,2.4602,0.52571,0.5258,0.33529,0.066156,0.12427,0.086062,0.20973,3.8219e-4,0,0,0,0,-8.9104e-4,0.0078704,82.087,0.0033904,NaN,14.484,1003.9,340.08,0.05,0.038982
2.5699,82.43,62.001,18.34,62.333,19.028,5.1106,4.6961e-5,5.1106,5.2649e-4,6.4225,5.071,0.24321,-2.7257e-6,-1.319,-1.1621e-4,388.72,14.028,0.069007,0.0014755,89.506,77.138,2.4345,0.18402,4478369,13.639,2.5343,0.52524,0.52533,0.33437,0.066461,0.1244,0.088297,0.21514,-1.9657e-4,0,0,0,0,-1.139e-4,0.0079934,81.963,0.0037597,NaN,14.464,1003.6,340.06,0.05,0.041055
2.6199,85.553,62.918,18.058,63.27,18.607,5.4378,6.6928e-5,5.4378,7.0519e-4,6.6632,4.4867,0.11793,-1.8145e-6,0.35625,-0.0011567,387.9,13.207,0.068957,0.0014754,89.6,77.087,2.4632,0.18681,4545076,13.549,2.6083,0.52479,0.52481,0.33349,0.066768,0.12454,0.0427,0.10508,-5.8231e-6,0,0,0,0,8.0636e-6,0.008114,81.944,0.0038397,NaN,14.444,1003.2,340.05,0.05,0.041754
2.6699,88.722,63.821,17.766,64.19,18.207,5.7763,9.0395e-5,5.7763,8.9664e-4,6.8726,3.9823,0.0221,-1.8641e-6,0.88037,-0.0038485,387.08,12.386,0.068907,0.0014753,89.673,77.035,2.4877,0.18953,4609866,13.46,2.6815,0.52438,0.52438,0.33264,0.067071,0.12467,0.007986,0.019508,2.2457e-4,0,0,0,0,4.7846e-5,0.0082325,81.978,0.0029146,NaN,14.423,1002.8,340.04,0.05,0.041967
2.7199,91.935,64.707,17.462,65.092,17.823,6.1248,1.1514e-4,6.1248,0.0010771,7.0655,3.5731,0.047723,-1.8322e-6,-0.87082,5.8849e-5,386.25,11.564,0.068857,0.0014753,89.655,76.983,2.4944,0.19218,4673049,13.371,2.754,0.524,0.52401,0.33183,0.067372,0.1248,0.017258,0.043584,4.9961e-4,0,0,0,0,-4.5533e-5,0.0083486,82.024,0.001632,NaN,14.402,1002.5,340.03,0.05,0.042294
2.7699,95.192,65.58,17.315,65.978,17.58,6.4823,1.3907e-4,6.4823,0.0012292,7.2309,3.0397,0.14416,-2.3064e-6,0.12734,1.6472e-4,385.43,10.744,0.068807,0.0014752,89.585,76.931,2.4908,0.19482,4735753,13.338,2.8272,0.52364,0.52368,0.33103,0.067675,0.12493,0.052256,0.12973,-3.4037e-4,0,0,0,0,9.4752e-7,0.0084625,82.047,0.0011015,NaN,14.381,1002.1,340.01,0.05,0.042714
2.8199,98.493,66.444,17.182,66.853,17.448,6.8476,1.6151e-4,6.8476,0.0013514,7.3783,3.0347,0.1419,-3.2128e-6,1.8039,5.8434e-5,384.62,9.9315,0.068757,0.0014751,89.588,76.879,2.5017,0.19741,4797488,13.337,2.9001,0.52331,0.52334,0.33027,0.067979,0.12507,0.051444,0.12826,-4.1254e-4,0,0,0,0,1.8519e-4,0.0085749,81.999,0.0015118,NaN,14.36,1001.7,340,0.05,0.043418
2.8699,101.84,67.299,16.955,67.72,17.353,7.2205,1.8351e-4,7.2205,0.0014561,7.5445,3.695,0.020898,-2.5301e-6,2.7602,0.0062013,383.81,9.1251,0.068708,0.001475,89.679,76.828,2.5298,0.19996,4857937,13.337,2.9723,0.523,0.523,0.32952,0.068281,0.1252,0.0075566,0.018764,1.067e-5,0,0,0,0,4.2264e-4,0.0086865,81.879,0.0021239,NaN,14.338,1001.3,339.99,0.05,0.043953
2.9199,105.22,68.142,16.77,68.581,17.247,7.6027,2.0607e-4,7.6027,0.001553,7.7453,4.0287,0.033377,-2.5116e-6,-2.3709,-2.5701e-4,383.01,8.3186,0.068658,0.0014749,89.671,76.776,2.5385,0.20251,4918456,13.336,3.0457,0.52271,0.52271,0.32879,0.068588,0.12533,0.012075,0.030905,-3.6288e-4,0,0,0,0,-3.0406e-4,0.0087973,81.749,0.0029818,NaN,14.316,1000.9,339.97,0.05,0.044266
2.9699,108.65,68.979,16.662,69.434,17.087,7.9948,2.3129e-4,7.9948,0.0016576,7.9391,3.7872,0.016569,-2.5682e-6,2.3446,-0.027309,382.2,7.5121,0.068607,0.0014748,89.685,76.724,2.5515,0.20509,4979662,13.335,3.1209,0.52243,0.52243,0.32806,0.068903,0.12547,0.0059928,0.015211,-3.8789e-4,0,0,0,0,2.8994e-4,0.0089072,81.633,0.0041539,NaN,14.294,1000.5,339.96,0.05,0.044552
3.0199,112.12,69.809,16.505,70.281,16.955,8.3965,2.6051e-4,8.3965,0.0017777,8.1286,3.8813,0.0060526,-2.549e-6,2.5715,-0.12269,381.4,6.7057,0.068557,0.0014748,89.695,76.672,2.5636,0.20763,5039750,13.335,3.1958,0.52218,0.52218,0.32735,0.069217,0.1256,0.002189,0.0050563,-4.6402e-4,0,0,0,0,3.4032e-4,0.0090163,81.51,0.0054299,NaN,14.271,1000.1,339.95,0.05,0.044761
3.0699,115.63,70.631,16.311,71.12,16.849,8.8079,2.9585e-4,8.8079,0.0019245,8.3304,4.2228,0.045863,-2.5177e-6,-2.3555,-0.012861,380.59,5.8992,0.068507,0.0014747,89.667,76.619,2.5684,0.21012,5098670,13.334,3.2702,0.52194,0.52194,0.32667,0.06953,0.12574,0.016605,0.042926,-4.7418e-4,0,0,0,0,-2.7884e-4,0.0091244,81.384,0.0056983,NaN,14.248,999.69,339.93,0.05,0.04496
3.1199,119.18,71.442,16.018,71.952,16.69,9.2299,3.372e-4,9.2299,0.0020932,8.5509,4.69,0.11995,-2.1281e-6,-1.4312,-0.0019511,379.78,5.0927,0.068456,0.0014746,89.613,76.566,2.5683,0.21256,5156181,13.304,3.3438,0.52172,0.52175,0.32601,0.069839,0.12587,0.043508,0.11149,7.437e-5,0,0,0,0,-1.006e-4,0.0092317,81.285,0.0056417,NaN,14.225,999.27,339.92,0.05,0.04516
3.1699,122.78,72.24,15.732,72.773,16.384,9.6635,3.8344e-4,9.6635,0.0022735,8.7922,4.5779,0.10455,-2.6502e-6,0.37888,-0.0022457,378.98,4.2911,0.068405,0.0014745,89.626,76.514,2.5812,0.21497,5212846,13.242,3.4171,0.52153,0.52154,0.32537,0.070149,0.12601,0.037916,0.098191,-3.3112e-4,0,0,0,0,6.8939e-6,0.0093376,81.26,0.0050794,NaN,14.202,998.85,339.91,0.05,0.045363
3.2199,126.41,73.027,15.563,73.58,15.991,10.108,4.3246e-4,10.108,0.0024512,8.9981,3.6778,0.029943,-2.3296e-6,-0.80935,-0.0011028,378.18,3.4945,0.068355,0.0014744,89.683,76.461,2.6027,0.21738,5269574,13.181,3.4913,0.52134,0.52134,0.32474,0.070463,0.12614,0.010843,0.028004,4.342e-4,0,0,0,0,-3.0768e-5,0.0094416,81.297,0.0048641,NaN,14.178,998.42,339.89,0.05,0.045581
3.2699,130.08,73.805,15.338,74.372,15.656,10.563,4.8379e-4,10.563,0.0026243,9.1674,3.1399,0.10358,-1.975e-6,0.18336,-6.7139e-4,377.39,2.6978,0.068304,0.0014743,89.63,76.408,2.6026,0.21973,5324965,13.12,3.5648,0.52118,0.52119,0.32413,0.070774,0.12628,0.037578,0.09773,2.7262e-4,0,0,0,0,1.5456e-6,0.0095437,81.316,0.0049617,NaN,14.154,997.99,339.88,0.05,0.045781
3.3199,133.79,74.569,15.016,75.15,15.365,11.025,5.3689e-4,11.025,0.0027902,9.3239,3.2559,0.080043,-2.8895e-6,1.6279,-0.0029458,376.59,1.9012,0.068253,0.0014742,89.648,76.355,2.6168,0.22203,5378916,13.058,3.6371,0.52103,0.52104,0.32354,0.071081,0.12641,0.029028,0.075384,2.4408e-4,0,0,0,0,1.1933e-4,0.0096438,81.27,0.0057717,NaN,14.13,997.56,339.86,0.05,0.045983
3.3699,137.53,75.316,7.4357,75.912,7.85,11.495,5.9357e-4,11.495,0.0029585,9.5002,2.5164,0.021621,-2.5643e-6,2.2109,-0.017213,375.79,1.1046,0.068202,0.0014742,89.693,76.302,2.6361,0.22429,5431772,10.252,3.7088,0.52089,0.52089,0.32297,0.071386,0.12654,0.0078319,0.020279,1.7416e-4,0,0,0,0,2.1571e-4,0.009742,81.171,0.0065808,NaN,14.106,997.12,339.85,0.05,0.046221
3.4199,141.31,75.686,-15.994,76.296,16.026,11.974,6.5487e-4,11.974,0.0031337,9.6298,1.0188,0.0047023,-2.4395e-6,2.3867,-0.13975,375.09,0.39772,0.068156,0.0014741,89.707,76.255,2.648,0.22546,5458353,1.3891,3.7456,0.52084,0.52084,0.32268,0.071546,0.12661,0.0017029,0.0041601,-2.7099e-4,0,0,0,0,2.4881e-4,0.0097916,81.055,0.0078966,NaN,14.081,996.68,339.83,0.05,0.046423
# Event BURNOUT occurred at t=3.4699 seconds
3.4699,145.07,74.891,-19.461,75.501,19.524,12.454,7.2196e-4,12.454,0.0033215,9.5809,1.5658,0.0020142,-2.4566e-6,2.3713,-0.29402,374.73,0.044602,0.068133,0.0014741,89.707,76.231,2.6528,0.22317,5401191,0,3.6695,0.521,0.521,0.32329,0.071235,0.12647,7.2925e-4,0.0016869,4.4365e-4,0,0,0,0,2.5068e-4,0.0096898,80.935,0.0082904,NaN,14.057,996.24,339.82,0.05,0.046678
3.5199,148.79,73.924,-19.239,74.532,19.29,12.931,7.9471e-4,12.931,0.0035213,9.5032,1.4076,0.019265,-2.5764e-6,-2.4089,-0.015646,374.69,0,0.06813,0.001474,89.693,76.228,2.6505,0.22036,5331416,0,3.5776,0.52122,0.52122,0.32405,0.070858,0.12631,0.0069759,0.018392,4.3229e-4,0,0,0,0,-2.6536e-4,0.0095656,80.814,0.0077542,NaN,14.033,995.8,339.8,0.05,0.046879
3.5699,152.47,72.966,-19.055,73.575,19.083,13.405,8.6979e-4,13.405,0.0037178,9.4419,1.0388,0.074159,-2.7526e-6,-1.7666,-2.8126e-4,374.69,0,0.06813,0.001474,89.65,76.228,2.6421,0.21755,5261661,0,3.487,0.52146,0.52147,0.32482,0.070486,0.12615,0.026882,0.071446,-1.7941e-4,0,0,0,0,-1.4644e-4,0.0094431,80.706,0.0058768,NaN,14.009,995.37,339.79,0.05,0.047094
3.6199,156.09,72.019,-18.865,72.629,18.879,13.875,9.4316e-4,13.875,0.0038946,9.396,0.7276,0.12141,-3.4051e-6,-0.52213,4.6692e-4,374.69,0,0.06813,0.001474,89.613,76.228,2.6349,0.21474,5192049,0,3.3978,0.52171,0.52173,0.3256,0.07012,0.12599,0.044047,0.1159,3.2957e-5,0,0,0,0,-1.313e-5,0.0093221,80.647,0.0048823,NaN,13.985,994.94,339.77,0.05,0.047295
3.6699,159.67,71.081,-18.604,71.695,18.625,14.344,0.0010127,14.344,0.0040452,9.3619,0.87839,0.093153,-4.2126e-6,1.1472,-0.0016787,374.69,0,0.06813,0.001474,89.633,76.228,2.6387,0.21196,5123187,0,3.3106,0.52198,0.52199,0.32638,0.069763,0.12584,0.033767,0.088695,-4.6023e-4,0,0,0,0,6.5066e-5,0.0092026,80.664,0.0050805,NaN,13.962,994.52,339.76,0.05,0.047498
3.7199,163.2,70.16,-18.238,70.773,18.321,14.811,0.0010797,14.811,0.0041768,9.2987,1.7412,0.058673,-4.4023e-6,-1.4744,-0.0059783,374.69,0,0.06813,0.001474,89.657,76.228,2.6434,0.20927,5056531,0,3.2274,0.52226,0.52227,0.32715,0.069422,0.12569,0.021248,0.056673,-2.7154e-4,0,0,0,0,-1.1027e-4,0.0090846,80.738,0.0066403,NaN,13.939,994.11,339.75,0.05,0.047698
3.7699,166.68,69.256,-17.922,69.864,18.075,15.273,0.0011474,15.273,0.0043044,9.1925,2.3494,0.17264,-4.9016e-6,0.12704,-0.0070921,374.69,0,0.06813,0.001474,89.57,76.228,2.6265,0.20663,4991157,0,3.1472,0.52255,0.5226,0.32791,0.069092,0.12555,0.062669,0.16455,-8.7696e-5,0,0,0,0,8.3978e-7,0.0089679,80.777,0.0085554,NaN,13.917,993.7,339.73,0.05,0.0479
3.8199,170.12,68.365,-17.783,68.965,17.881,15.73,0.0012197,15.73,0.0044427,9.0792,1.8658,0.095861,-4.6647e-6,2.0918,-0.011254,374.69,0,0.06813,0.001474,89.626,76.228,2.6374,0.20397,4925362,0,3.067,0.52287,0.52288,0.32869,0.068765,0.12541,0.034732,0.090912,-2.8821e-4,0,0,0,0,2.3368e-4,0.0088526,80.717,0.010132,NaN,13.894,993.3,339.72,0.05,0.048118
3.8699,173.52,67.477,-17.676,68.076,17.719,16.182,0.001298,16.182,0.0045957,9.0103,1.2251,0.015763,-5.0556e-6,-2.2137,-0.036713,374.69,0,0.06813,0.001474,89.684,76.228,2.6488,0.20133,4860135,0,2.9887,0.52319,0.52319,0.32948,0.068445,0.12527,0.0056997,0.014897,2.9652e-4,0,0,0,0,-2.6864e-4,0.0087387,80.604,0.0098094,NaN,13.872,992.9,339.71,0.05,0.048321
3.9199,176.87,66.599,-17.443,67.197,17.501,16.631,0.0013806,16.631,0.0047563,8.9456,1.4285,0.025568,-5.1323e-6,2.196,-0.0028956,374.69,0,0.06813,0.001474,89.675,76.228,2.6471,0.1988,4797720,0,2.9149,0.52352,0.52353,0.33024,0.068143,0.12514,0.0092456,0.024659,2.258e-4,0,0,0,0,2.7114e-4,0.0086261,80.496,0.0089014,NaN,13.85,992.51,339.69,0.05,0.048541
3.9699,180.18,65.732,-17.247,66.328,17.306,17.077,0.0014652,17.077,0.004916,8.8696,1.4249,0.028647,-5.1408e-6,2.6966,0.009419,374.69,0,0.06813,0.001474,89.671,76.228,2.6463,0.19629,4735838,0,2.8426,0.52387,0.52387,0.33101,0.067847,0.12501,0.010358,0.026588,-1.2262e-4,0,0,0,0,4.1938e-4,0.0085147,80.374,0.008269,NaN,13.829,992.12,339.68,0.05,0.048743
4.0199,183.45,64.873,-17.114,65.468,17.147,17.518,0.0015499,17.518,0.005069,8.8079,1.0708,0.038092,-5.0624e-6,-2.6162,0.010365,374.69,0,0.06813,0.001474,89.663,76.228,2.6447,0.19377,4673716,0,2.771,0.52424,0.52424,0.3318,0.067555,0.12488,0.013774,0.036635,-2.9965e-4,0,0,0,0,-4.0512e-4,0.0084047,80.238,0.0076212,NaN,13.808,991.73,339.67,0.05,0.048942
4.0699,186.67,64.021,-16.959,64.618,16.982,17.958,0.0016337,17.958,0.0052126,8.7597,0.87385,0.075764,-4.9759e-6,-1.9877,0.0056881,374.69,0,0.06813,0.001474,89.634,76.228,2.6389,0.19128,4612282,0,2.7011,0.52461,0.52462,0.33259,0.067269,0.12476,0.027414,0.072158,-2.1716e-4,0,0,0,0,-2.3999e-4,0.0082958,80.121,0.0072927,NaN,13.787,991.36,339.65,0.05,0.049143
4.1199,189.85,63.177,-16.818,63.776,16.829,18.395,0.0017163,18.395,0.0053458,8.7193,0.61694,0.12692,-5.1108e-6,-1.0707,0.0045299,374.69,0,0.06813,0.001474,89.594,76.228,2.6311,0.18878,4550737,0,2.6321,0.52501,0.52504,0.33339,0.066987,0.12463,0.045972,0.1206,4.7138e-4,0,0,0,0,-7.1504e-5,0.0081881,80.043,0.0076708,NaN,13.766,990.98,339.64,0.05,0.049343
4.1699,192.99,62.34,-16.661,62.943,16.667,18.83,0.0017982,18.83,0.0054715,8.6957,0.45874,0.15797,-5.4055e-6,0.50182,0.0060322,374.69,0,0.06813,0.001474,89.57,76.228,2.6264,0.18628,4489099,0,2.5638,0.52543,0.52547,0.33421,0.066709,0.12451,0.057247,0.15033,3.0713e-5,0,0,0,0,1.6132e-5,0.0080817,80.028,0.0088198,NaN,13.746,990.62,339.63,0.05,0.049615
