# Simulation 5 (Up to date)
# 355 data points written for 49 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
19.428,273.14,-7.066,0.0044891,7.0687,0.10159,45.355,0.019614,45.355,0.024778,1.8001,0.1015,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020833,498288,0,3.6705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4025e-4,NaN,NaN,1.8232,13.202,980.8,339.3,0.5,0.079977
19.928,269.61,-7.0647,0.0025651,7.0671,0.16967,44.434,0.019569,44.434,0.025233,1.8849,0.16965,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020828,498317,0,3.6701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4201e-4,NaN,NaN,1.9231,13.225,981.21,339.31,0.5,0.08004
20.428,266.08,-7.0635,0.0024235,7.0659,0.17514,43.513,0.019523,43.513,0.025706,1.7973,0.17513,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020823,498368,0,3.6701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4538e-4,NaN,NaN,1.7592,13.248,981.63,339.33,0.5,0.080103
20.928,262.55,-7.054,0.018976,7.0766,0.59675,42.54,0.019476,42.54,0.026232,2.0955,0.59645,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020854,499266,0,3.6826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4159e-4,NaN,NaN,2.2274,13.27,982.04,339.34,0.5,0.080168
21.428,259.02,-7.0631,-0.018121,7.0569,0.28002,41.527,0.019428,41.527,0.026805,1.9558,0.27943,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020795,498014,0,3.6633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5346e-4,NaN,NaN,1.8945,13.293,982.46,339.35,0.5,0.080233
21.928,255.49,-7.0551,0.016078,7.0701,0.43864,40.604,0.019378,40.604,0.027344,1.7366,0.43834,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020833,499085,0,3.6783,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4824e-4,NaN,NaN,1.6408,13.316,982.87,339.37,0.5,0.080297
22.428,251.96,-7.0612,-0.01218,7.0554,0.096587,39.724,0.01933,39.724,0.027881,1.7846,0.095816,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020789,498185,0,3.6643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3812e-4,NaN,NaN,1.8064,13.339,983.29,339.38,0.5,0.08036
22.928,248.43,-7.0571,0.008149,7.0616,0.10643,38.818,0.019285,38.818,0.028465,1.8376,0.10611,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020806,498758,0,3.6719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4078e-4,NaN,NaN,1.8617,13.362,983.7,339.4,0.5,0.080427
23.428,244.9,-7.0519,0.01043,7.0649,0.46057,37.842,0.01924,37.842,0.02913,2.0678,0.46045,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020815,499131,0,3.6766,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4245e-4,NaN,NaN,2.1698,13.385,984.11,339.41,0.5,0.080491
23.928,241.38,-7.0564,-0.0091029,7.0536,0.2172,36.781,0.019192,36.781,0.029896,2.1763,0.21701,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020781,498472,0,3.6661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5191e-4,NaN,NaN,2.2249,13.408,984.53,339.42,0.5,0.080555
24.428,237.85,-7.0535,0.0057633,7.0574,0.16249,35.713,0.01914,35.713,0.030707,2.0952,0.16238,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020791,498876,0,3.6713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5759e-4,NaN,NaN,2.06,13.431,984.94,339.44,0.5,0.08064
24.928,234.32,-7.0515,0.004104,7.0567,0.2934,34.702,0.019087,34.702,0.031514,1.9485,0.29337,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020788,498964,0,3.6718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5338e-4,NaN,NaN,1.8845,13.454,985.35,339.45,0.5,0.080703
25.428,230.8,-7.0528,-0.0025837,7.0515,0.039812,33.733,0.019035,33.733,0.032332,1.9286,0.039728,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020772,498739,0,3.6677,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4649e-4,NaN,NaN,1.9205,13.477,985.77,339.47,0.5,0.080768
25.928,227.27,-7.0503,0.0049762,7.0533,0.1195,32.754,0.018986,32.754,0.033212,1.9883,0.1194,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020777,499001,0,3.6708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4579e-4,NaN,NaN,2.0152,13.5,986.18,339.48,0.5,0.080849
26.428,223.75,-7.05,6.5434e-4,7.0503,0.012037,31.758,0.018936,31.758,0.034164,1.9943,0.012019,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020767,498926,0,3.6689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4811e-4,NaN,NaN,1.9976,13.523,986.59,339.49,0.5,0.080914
26.928,220.22,-7.0471,0.005794,7.0519,0.23302,30.79,0.018886,30.79,0.035145,1.8778,0.23295,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020771,499180,0,3.6719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4834e-4,NaN,NaN,1.8273,13.546,987.01,339.51,0.5,0.080978
27.428,216.7,-7.0478,-0.0015232,7.0472,0.059652,29.843,0.018837,29.843,0.036166,1.9077,0.059632,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020756,498982,0,3.6682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4291e-4,NaN,NaN,1.9214,13.569,987.42,339.52,0.5,0.081042
27.928,213.18,-7.043,0.0096132,7.0521,0.33943,28.847,0.018789,28.847,0.037319,2.0773,0.33929,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.02077,499464,0,3.6745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4428e-4,NaN,NaN,2.1523,13.591,987.83,339.54,0.5,0.081106
28.428,209.65,-7.0461,-0.0061004,7.0432,0.066844,27.817,0.01874,27.817,0.0386,2.044,0.066565,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020743,498971,0,3.6665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5128e-4,NaN,NaN,2.03,13.614,988.25,339.55,0.5,0.08117
28.928,206.13,-7.0433,0.005543,7.0461,0.043255,26.8,0.018689,26.8,0.039955,2.0226,0.042898,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020751,499318,0,3.6708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5011e-4,NaN,NaN,2.0138,13.637,988.66,339.56,0.5,0.081235
29.428,202.61,-7.0414,0.0037339,7.0452,0.23059,25.818,0.018638,25.818,0.041362,1.9073,0.23056,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020747,499391,0,3.6711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.488e-4,NaN,NaN,1.8574,13.66,989.07,339.58,0.5,0.081298
29.928,199.09,-7.0392,0.004435,7.0452,0.3234,24.905,0.018588,24.905,0.042764,1.7456,0.32337,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020746,499529,0,3.6724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4348e-4,NaN,NaN,1.6755,13.683,989.49,339.59,0.5,0.081361
30.428,195.57,-7.041,-0.0036824,7.0393,0.040981,24.037,0.018541,24.037,0.044195,1.7252,0.040815,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020728,499242,0,3.6674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3652e-4,NaN,NaN,1.7169,13.706,989.9,339.6,0.5,0.081432
30.928,192.05,-7.0386,0.0048363,7.0412,0.062099,23.182,0.018496,23.182,0.045715,1.6942,0.06191,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020733,499515,0,3.6706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3595e-4,NaN,NaN,1.6813,13.729,990.31,339.62,0.5,0.081497
31.428,188.53,-7.0351,0.0070251,7.0428,0.33707,22.293,0.018453,22.293,0.047427,1.8627,0.337,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020737,499768,0,3.6735,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3444e-4,NaN,NaN,1.937,13.752,990.73,339.63,0.5,0.08156
31.928,185.01,-7.0377,-0.0052399,7.0351,0.022307,21.364,0.018409,21.364,0.04937,1.8519,0.021683,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020713,499359,0,3.6668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4081e-4,NaN,NaN,1.8478,13.775,991.14,339.65,0.5,0.081624
32.428,181.5,-7.0249,0.025652,7.0523,0.63254,20.359,0.018363,20.359,0.051677,2.1679,0.63202,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020763,500718,0,3.686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4068e-4,NaN,NaN,2.3056,13.797,991.55,339.66,0.5,0.081688
32.928,177.98,-7.0384,-0.027005,7.0249,0.041106,19.279,0.018314,19.279,0.054427,2.1524,0.030991,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020681,498908,0,3.6586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5338e-4,NaN,NaN,2.1463,13.82,991.96,339.67,0.5,0.081751
33.428,174.47,-7.0262,0.024393,7.046,0.45791,18.26,0.018261,18.26,0.057299,1.9238,0.45726,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020743,500541,0,3.6818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5427e-4,NaN,NaN,1.8252,13.843,992.38,339.69,0.5,0.081815
33.928,170.95,-7.0329,-0.013312,7.0288,0.26653,17.331,0.01821,17.331,0.060199,1.7907,0.26619,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020691,499455,0,3.6651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4233e-4,NaN,NaN,1.7332,13.866,992.79,339.7,0.5,0.081878
34.428,167.43,-7.0303,0.0051816,7.0331,0.0783,16.446,0.018162,16.446,0.063273,1.7516,0.078128,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020703,499896,0,3.6708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3755e-4,NaN,NaN,1.7352,13.889,993.2,339.72,0.5,0.081944
34.928,163.92,-7.0287,0.0031192,7.0319,0.20626,15.544,0.018116,15.544,0.066775,1.8547,0.20624,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020698,499944,0,3.6707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3566e-4,NaN,NaN,1.9003,13.912,993.61,339.73,0.5,0.082008
35.428,160.41,-7.0287,-2.1964e-5,7.0288,0.045236,14.611,0.018071,14.611,0.070862,1.8774,0.045236,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020689,499863,0,3.6688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3969e-4,NaN,NaN,1.8879,13.935,994.02,339.74,0.5,0.082071
35.928,156.89,-7.0271,0.0031766,7.0287,0.0085086,13.672,0.018024,13.672,0.075538,1.8813,0.0078933,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020688,499994,0,3.6699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4065e-4,NaN,NaN,1.8837,13.957,994.44,339.76,0.5,0.082135
36.428,153.38,-7.0259,0.0025865,7.0276,0.10679,12.744,0.017978,12.744,0.080824,1.8279,0.10676,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020683,500046,0,3.6699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4062e-4,NaN,NaN,1.8054,13.98,994.85,339.77,0.5,0.082198
36.928,149.87,-7.0245,0.002792,7.0267,0.1475,11.812,0.017931,11.812,0.086978,1.9017,0.14747,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.02068,500118,0,3.6702,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3822e-4,NaN,NaN,1.9344,14.003,995.26,339.78,0.5,0.082261
37.428,146.35,-7.0233,0.0022669,7.0253,0.15358,10.842,0.017884,10.842,0.094513,1.9784,0.15356,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020675,500159,0,3.6701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4116e-4,NaN,NaN,2.0124,14.026,995.67,339.8,0.5,0.082325
37.928,142.84,-7.017,0.012558,7.0315,0.47244,9.7936,0.017836,9.7936,0.10435,2.2146,0.47227,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020692,500734,0,3.6777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4438e-4,NaN,NaN,2.3174,14.049,996.09,339.81,0.5,0.082414
38.428,139.33,-7.0215,-0.0089527,7.02,0.28459,8.7218,0.017785,8.7218,0.11683,2.0724,0.28445,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020658,500050,0,3.6669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5471e-4,NaN,NaN,2.0112,14.072,996.5,339.83,0.5,0.082481
38.928,135.82,-7.0196,0.0038801,7.0224,0.15392,7.6664,0.017732,7.6664,0.13252,2.1493,0.15387,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020664,500356,0,3.6707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4844e-4,NaN,NaN,2.1833,14.094,996.91,339.84,0.5,0.082547
39.428,132.31,-7.0188,0.0015963,7.0204,0.14679,6.6101,0.017679,6.6101,0.15324,2.0759,0.14678,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020657,500346,0,3.6698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5184e-4,NaN,NaN,2.0447,14.117,997.32,339.85,0.5,0.082611
39.928,128.81,-7.0137,0.010229,7.025,0.41255,5.5206,0.017627,5.5206,0.18294,2.2821,0.41242,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.02067,500814,0,3.6759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4827e-4,NaN,NaN,2.3719,14.14,997.73,339.87,0.5,0.082674
40.428,125.3,-7.0172,-0.007137,7.0153,0.21468,4.4064,0.017573,4.4064,0.22849,2.1748,0.21456,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020641,500259,0,3.667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5768e-4,NaN,NaN,2.129,14.163,998.14,339.88,0.5,0.082738
40.928,121.79,-7.0148,0.0049254,7.0181,0.15457,3.3383,0.017517,3.3383,0.30065,2.0976,0.15449,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020648,500591,0,3.6711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5279e-4,NaN,NaN,2.0648,14.186,998.55,339.9,0.5,0.082856
41.428,118.28,-7.013,0.0034657,7.0172,0.25842,2.3218,0.017463,2.3219,0.43094,1.9684,0.25839,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020644,500661,0,3.6714,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.488e-4,NaN,NaN,1.9132,14.208,998.97,339.91,0.5,0.082922
41.928,114.78,-7.0105,0.0050748,7.0178,0.35902,1.2927,0.017412,1.2928,0.77167,2.1479,0.35898,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020645,500837,0,3.6732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4268e-4,NaN,NaN,2.226,14.231,999.38,339.92,0.5,0.082985
42.428,111.27,-7.0075,0.0060368,7.0187,0.47372,0.27799,0.01736,0.27853,3.5734,1.911,0.47368,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020647,501035,0,3.6753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5067e-4,NaN,NaN,1.8096,14.254,999.79,339.94,0.5,0.083049
42.928,107.77,-7.0083,-0.0015609,7.0139,0.41945,-0.72996,0.017309,0.73016,178.64,2.1208,0.41944,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020632,500833,0,3.6716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3949e-4,NaN,NaN,2.2119,14.277,1000.2,339.95,0.5,0.083129
43.428,104.27,-7.007,0.0025733,7.0138,0.38967,-1.7416,0.017259,1.7417,179.43,1.9259,0.38966,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020631,500956,0,3.6727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4911e-4,NaN,NaN,1.8426,14.3,1000.6,339.96,0.5,0.083193
43.928,100.76,-7.0055,0.0028654,7.013,0.40645,-2.6538,0.017208,2.6538,179.63,1.7227,0.40644,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020628,501034,0,3.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4007e-4,NaN,NaN,1.6358,14.322,1001,339.98,0.5,0.083257
44.428,97.259,-7.0076,-0.0041662,7.0071,0.20441,-3.5407,0.017161,3.5407,179.72,1.8249,0.20437,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.02061,500747,0,3.6681,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3147e-4,NaN,NaN,1.8696,14.345,1001.4,339.99,0.5,0.083321
44.928,93.755,-7.0059,0.0034116,7.0081,0.11336,-4.4673,0.017116,4.4673,179.78,1.8815,0.11331,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020612,500954,0,3.6704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3586e-4,NaN,NaN,1.9066,14.368,1001.8,340.01,0.5,0.083389
45.428,90.253,-7.0029,0.0060999,7.0094,0.3087,-5.4467,0.01707,5.4467,179.82,2.0359,0.30864,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020615,501182,0,3.6729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3803e-4,NaN,NaN,2.1029,14.391,1002.3,340.02,0.5,0.083453
45.928,86.751,-7.0048,-0.0039411,7.003,0.048799,-6.4707,0.017022,6.4707,179.85,2.0602,0.04864,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020595,500855,0,3.6674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4449e-4,NaN,NaN,2.0713,14.413,1002.7,340.03,0.5,0.083525
46.428,83.25,-6.9993,0.011018,7.0094,0.354,-7.4565,0.016972,7.4565,179.87,1.8833,0.35383,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020613,501448,0,3.6753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4585e-4,NaN,NaN,1.808,14.436,1003.1,340.05,0.5,0.08359
46.928,79.75,-7.0029,-0.0070936,6.9997,0.092409,-8.4097,0.016922,8.4097,179.88,1.9293,0.092137,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020584,500885,0,3.6663,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.373e-4,NaN,NaN,1.9498,14.459,1003.5,340.06,0.5,0.083654
47.428,76.249,-6.9999,0.0059022,7.0031,0.075049,-9.3837,0.016874,9.3837,179.9,1.9667,0.074817,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020593,501265,0,3.6712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.3972e-4,NaN,NaN,1.9835,14.482,1003.9,340.07,0.5,0.083717
47.928,72.75,-6.9978,0.0042435,7.0026,0.26723,-10.4,0.016825,10.4,179.91,2.1003,0.2672,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.02059,501361,0,3.6718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4101e-4,NaN,NaN,2.1583,14.504,1004.3,340.09,0.5,0.083781
48.428,69.251,-6.998,-4.1426e-4,6.999,0.18406,-11.428,0.016775,11.428,179.92,2.0083,0.18405,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020579,501243,0,3.6693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4687e-4,NaN,NaN,1.9694,14.527,1004.7,340.1,0.5,0.083845
48.928,65.752,-6.9964,0.0032669,6.9992,0.17688,-12.454,0.016724,12.454,179.92,2.0967,0.17685,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020579,501386,0,3.6707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4264e-4,NaN,NaN,2.1353,14.55,1005.1,340.12,0.5,0.083909
49.428,62.254,-6.9957,0.0014387,6.9972,0.14808,-13.521,0.016673,13.521,179.93,2.1708,0.14808,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020572,501378,0,3.6698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4653e-4,NaN,NaN,2.2032,14.573,1005.5,340.13,0.5,0.083972
49.928,58.757,-6.9937,0.0039249,6.9974,0.21663,-14.633,0.016621,14.633,179.93,2.2791,0.21659,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020572,501525,0,3.6712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.4999e-4,NaN,NaN,2.3261,14.595,1005.9,340.14,0.5,0.084036
50.428,55.26,-6.9937,-1.8526e-5,6.9942,0.12154,-15.758,0.016566,15.758,179.94,2.2183,0.12154,NaN,NaN,NaN,NaN,374.69,0,NaN,NaN,NaN,NaN,NaN,0.020562,501432,0,3.6691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.5513e-4,NaN,NaN,2.1929,14.618,1006.4,340.16,0.5,0.0841
